266	https://tinyurl.com/microbesigslides	Link to share PDF files as (PMID.pdf):	https://www.dropbox.com/request/BNpgquRv3F0jjvlSar6x	https://tinyurl.com/microbesigs																																																																																																																																							
Dropbox	PubMed	PMID	source within paper	Free-form description	significance threshold	LDA Score >	threshold corrected for MHT? yes/no	control (unexposed) sample size	case (exposed) sample size	case definition 	study design	matched on	confounders controlled for	antibiotics exclusion	Country	host species	body_site	condition	sequencing type	16S variable region	sequencing platform	date of curation	curator	revision 	contrast (list control group last)	UP or DOWN	statistical test	Pielou	Shannon index	Chao1	Simpson	Inverse Simpson	Richness	taxon 1	taxon 2	taxon 3	taxon 4	taxon 5	taxon 6	taxon 7	taxon 8	taxon 9	taxon 10	taxon 11	taxon 12	taxon 13	taxon 14	taxon 15	taxon 16	taxon 17	taxon 18	taxon 19	taxon 20	taxon 21	taxon 22	taxon 23	taxon 24	taxon 25	taxon 26	taxon 27	taxon 28	taxon 29	taxon 30	taxon 31	taxon 32	taxon 33	taxon 34	taxon 35	taxon 36	taxon 37	taxon 38	taxon 39	taxon 40	taxon 41	taxon 42	taxon 43	taxon 44	taxon 45	taxon 46	taxon 47	taxon 48	taxon 49	taxon 50	taxon 51	taxon 52	taxon 53	taxon 54	taxon 55	taxon 56	taxon 57	taxon 58	taxon 59	taxon 60	taxon 61	taxon 62	taxon 63	taxon 64	taxon 65	taxon 66	taxon 67	taxon 68	taxon 69	taxon 70	taxon 71	taxon 72	taxon 73	taxon 74	taxon 75	taxon 76	taxon 77	taxon 78	taxon 79	taxon 80	taxon 81	taxon 82	taxon 83	taxon 84	taxon 85	taxon 86	taxon 87	taxon 88	taxon 89	taxon 90	taxon 91	taxon 92	taxon 93	taxon 94	taxon 95	taxon 96	taxon 97	taxon 98	taxon 99	taxon 100	taxon 101	taxon 102	taxon 103	taxon 104	taxon 105	taxon 106
Dropbox	PubMed	30633889	Figure 3	The effect size for each of the differentially abundant species was estimated using LDA	0.05		no	36	60	case = (PPROM) preterm premature rupture of the membranes	prospective cohort 	maternal age, gestational age, BMI, ethnicity	NA	9 months	United Kingdom	human	vagina	preterm premature rupture of the membranes	16S	V1-V2	Illumina	2019-09-08	Rimsha Azhar		PPROM vs. controls	DOWN	LEfSe	NA	NA	NA	NA	NO	NA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	k__Bacteria|p__Firmicutes|c__Bacilli	k__Bacteria|p__Firmicutes																																																																																																				
Dropbox	PubMed																																																																																																																																										
Dropbox	PubMed	27259999	Figure 4, Figure 6, Text	Relative abundance of oral microbiome in HNSCC patients and controls	0.05		no	25	17	case = histopathologically confirmed HNSCC (Head & Neck Squamous Cell Cancer) and had atleast one post-treatment salivary sample	case-control	NA	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V3-V5	Roche454	2019-09-11	Utsav Patel		HNSCC vs. Controls	UP	LEfSe	NA	NA	NO	NA	NA	NA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas																																																																																																				
Dropbox	PubMed	27259999	Figure 4, Figure 6, Text	Relative abundance of oral microbiome in HNSCC patients and controls	0.05		no	25	17	case = histopathologically confirmed HNSCC (Head & Neck Squamous Cell Cancer) and had atleast one post-treatment salivary sample	case-control	NA	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V3-V5	Roche454	2019-09-11	Utsav Patel		HNSCC vs. Controls	DOWN	LEfSe	NA	NA	YES	NA	NA	NA	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia																																																																																																					
Dropbox	PubMed	27259999	Figure 4, Figure 6, Text	Relative abundance of oral microbiome in HNSCC HPV + and HPV -	0.05		no	25	17	case = histopathologically confirmed HNSCC (Head & Neck Squamous Cell Cancer) and had atleast one post-treatment salivary sample	case-control	NA	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V3-V5	Roche454	2019-09-11	Utsav Patel		HPV + vs HPV -	UP	LEfSe	NA	NA	NO	NA	NA	NA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Weeksella																																																																																																								
Dropbox	PubMed	27259999	Figure 4, Figure 6, Text	Relative abundance of oral microbiome in HNSCC HPV + and HPV -	0.05		no	25	17	case = histopathologically confirmed HNSCC (Head & Neck Squamous Cell Cancer) and had atleast one post-treatment salivary sample	case-control	NA	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V3-V5	Roche454	2019-09-11	Utsav Patel		HPV + vs HPV -	DOWN	LEfSe	NA	NA	NO	NA	NA	NA	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia																																																																																																							
Dropbox	PubMed																																																																																																																																										
Dropbox	PubMed	30239655	Figure 2, Figure 3	Abundance of phyla in MLN of chrone's disease (CD) and ulcerative colitis (UC) patients	0.05		no	8	5	case = histopathologivally diagnosed HC and CD	cross-sectional observational, not case-control	NA	NA	NA	Ireland	human	mesenteric lymph node	inflammatory bowel disease	16S	V3-V4	Illumina	2019-09-11	Fatima Zohra		CD vs UC	UP	Mann-Whitney (Wilcoxon)	NA	NO	YES	NA	NA	NA	k__Bacteria|p__Proteobacteria																																																																																																									
Dropbox	PubMed	30239655	Figure 2, Figure 3	Abundance of phyla in MLN of chrone's disease (CD) and ulcerative colitis (UC) patients	0.05		no	8	5	case = histopathologivally diagnosed HC and CD	cross-sectional observational, not case-control	NA	NA	NA	Ireland	human	mesenteric lymph node	inflammatory bowel disease	16S	V3-V4	Illumina	2019-09-11	Fatima Zohra		CD vs UC	DOWN	t-test	NA	YES	NO	NA	NA	NA	k__Bacteria|p__Firmicutes																																																																																																									
Dropbox	PubMed																																																																																																																																										
Dropbox	PubMed	31126003	Figure 3, 4, 5, 6	Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)	0.05		no	35	40	paticipants lived in any of those regions for more than 2 years. region A: (lightly polluted region of PM 2.5), region B: (moderately polluted region of PM 2.5) and region C: (heavily polluted region of PM 2.5)	cross-sectional observational, not case-control	NA	age gender, height, weight, vital capacity, peak expiratory flow rate	3 months	China	human	throat	air pollution	16S	V3	Illumina	2019-09-19	Rimsha Azhar	Shaimaa Elsafoury	moderately polluted region (B) vs. lightly poluuted region (A)	UP	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Firmicutes	k__Bacteria|p__Actinobacteria	k__Bacteria|p__Firmicutes|c__Clostridia	k__Bacteria|p__Actinobacteria|c__Actinobacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces																																																																																												
Dropbox	PubMed	31126003	Figure 3, 4, 5, 6	Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)	0.05		no	35	40	paticipants lived in any of those regions for more than 2 years. region A: (lightly polluted region of PM 2.5), region B: (moderately polluted region of PM 2.5) and region C: (heavily polluted region of PM 2.5)	cross-sectional observational, not case-control	NA	age gender, height, weight, vital capacity, peak expiratory flow rate	3 months	China	human	throat	air pollution	16S	V3	Illumina	2019-09-19	Rimsha Azhar	Shaimaa Elsafoury	moderately polluted region (B) vs. lightly poluuted region (A)	DOWN	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Bacteroidetes	k__Bacteria|p__Fusobacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia	k__Bacteria|p__Fusobacteria|c__Fusobacteriia	c__tm7-3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	f__paraprevotellaceae	f__mogibacteriaceae	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella																																																																																				
Dropbox	PubMed	31126003	Figure 3, 4, 5, 6	Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)	0.05		no	35	39	paticipants lived in any of those regions for more than 2 years. region A: (lightly polluted region of PM 2.5), region B: (moderately polluted region of PM 2.5) and region C: (heavily polluted region of PM 2.5)	cross-sectional observational, not case-control	NA	age gender, height, weight, vital capacity, peak expiratory flow rate	3 months	China	human	throat	air pollution	16S	V3	Illumina	2019-09-19	Rimsha Azhar	Shaimaa Elsafoury	heavily polluted region (C) vs. lightly poluuted region (A)	UP	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Firmicutes	k__Bacteria|p__Proteobacteria	k__Bacteria|p__Actinobacteria	k__Bacteria|p__Firmicutes|c__Clostridia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae																																																																																																	
Dropbox	PubMed	31126003	Figure 3, 4, 5, 6	Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)	0.05		no	35	39	paticipants lived in any of those regions for more than 2 years. region A: (lightly polluted region of PM 2.5), region B: (moderately polluted region of PM 2.5) and region C: (heavily polluted region of PM 2.5)	cross-sectional observational, not case-control	NA	age gender, height, weight, vital capacity, peak expiratory flow rate	3 months	China	human	throat	air pollution	16S	V3	Illumina	2019-09-19	Rimsha Azhar	Shaimaa Elsafoury	heavily polluted region (C) vs. lightly poluuted region (A)	DOWN	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Bacteroidetes	k__Bacteria|p__Fusobacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia	k__Bacteria|p__Fusobacteria|c__Fusobacteriia	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	f__paraprevotellaceae	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	f__mogibacteriaceae	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	c__tm7-3																																																																															
Dropbox	PubMed	31126003	Figure 3, 4, 5, 6	Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)	0.05		no	40	39	paticipants lived in any of those regions for more than 2 years. region A: (lightly polluted region of PM 2.5), region B: (moderately polluted region of PM 2.5) and region C: (heavily polluted region of PM 2.5)	cross-sectional observational, not case-control	NA	age gender, height, weight, vital capacity, peak expiratory flow rate	3 months	China	human	throat	air pollution	16S	V3	Illumina	2019-09-19	Rimsha Azhar	Shaimaa Elsafoury	heavily polluted region (C) vs. moderately poluuted region (B)	UP	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Proteobacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales																																																																																																						
Dropbox	PubMed	31126003	Figure 3, 4, 5, 6	Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)	0.05		no	40	39	paticipants lived in any of those regions for more than 2 years. region A: (lightly polluted region of PM 2.5), region B: (moderately polluted region of PM 2.5) and region C: (heavily polluted region of PM 2.5)	cross-sectional observational, not case-control	NA	age gender, height, weight, vital capacity, peak expiratory flow rate	3 months	China	human	throat	air pollution	16S	V3	Illumina	2019-09-19	Rimsha Azhar	Shaimaa Elsafoury	heavily polluted region (C) vs. moderately poluuted region (B)	DOWN	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Fusobacteria	k__Bacteria|p__Actinobacteria|c__Actinobacteria	k__Bacteria|p__Fusobacteria|c__Fusobacteriia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria																																																																																								
